participant:assignmentId,trial,blockTrial,trialStartTime,monster,family,category,preferredFood,choice,correct,rt
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,394,11,737395,Squid_2_4,Squid,categoryRandom,carrot,carrot,True,850
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,395,12,739006,Squid_5_1,Squid,categoryRandom,carrot,broccoli,False,1113
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,396,13,741382,Squid_3_2,Squid,categoryRandom,broccoli,carrot,False,424
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,397,14,743063,Squid_6_4,Squid,categoryRandom,broccoli,broccoli,True,1489
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,398,15,745313,Squid_2_3,Squid,categoryRandom,carrot,broccoli,False,567
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,399,16,747141,Squid_3_5,Squid,categoryRandom,carrot,broccoli,False,973
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,400,17,749376,Squid_2_2,Squid,categoryRandom,broccoli,broccoli,True,471
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,401,18,750607,Squid_4_1,Squid,categoryRandom,carrot,broccoli,False,590
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,402,19,752454,Squid_4_5,Squid,categoryRandom,broccoli,broccoli,True,528
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,403,20,753741,Squid_2_6,Squid,categoryRandom,carrot,broccoli,False,493
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,404,21,755490,Squid_1_2,Squid,categoryRandom,carrot,broccoli,False,537
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,405,22,757285,Squid_4_3,Squid,categoryRandom,broccoli,carrot,False,640
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,406,23,759182,Squid_5_6,Squid,categoryRandom,carrot,carrot,True,4668
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,407,24,764608,Squid_3_5,Squid,categoryRandom,carrot,carrot,True,141
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,408,25,765507,Squid_4_4,Squid,categoryRandom,carrot,carrot,True,120
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,409,26,766389,Squid_3_2,Squid,categoryRandom,broccoli,carrot,False,161
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,410,27,767812,Squid_5_1,Squid,categoryRandom,carrot,broccoli,False,125
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,411,28,769196,Squid_4_5,Squid,categoryRandom,broccoli,carrot,False,721
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,412,29,771176,Squid_4_1,Squid,categoryRandom,carrot,broccoli,False,2266
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,413,30,774698,Squid_1_4,Squid,categoryRandom,broccoli,broccoli,True,1414
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,414,31,776873,Squid_2_6,Squid,categoryRandom,carrot,carrot,True,9395
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,415,32,787031,Squid_5_5,Squid,categoryRandom,broccoli,carrot,False,459
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,416,33,788749,Squid_5_2,Squid,categoryRandom,carrot,broccoli,False,173
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,417,34,790183,Squid_5_6,Squid,categoryRandom,carrot,carrot,True,239
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,418,35,791177,Squid_5_6,Squid,categoryRandom,carrot,carrot,True,865
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,419,36,792801,Squid_4_2,Squid,categoryRandom,broccoli,carrot,False,636
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,420,37,794699,Squid_2_5,Squid,categoryRandom,broccoli,broccoli,True,231
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,421,38,795689,Squid_4_1,Squid,categoryRandom,carrot,carrot,True,928
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,422,39,797375,Squid_5_3,Squid,categoryRandom,carrot,broccoli,False,517
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,423,40,799149,Squid_5_3,Squid,categoryRandom,carrot,carrot,True,161
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,424,41,800067,Squid_1_4,Squid,categoryRandom,broccoli,carrot,False,690
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,425,42,802012,Squid_4_5,Squid,categoryRandom,broccoli,broccoli,True,237
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,426,43,803013,Squid_5_6,Squid,categoryRandom,carrot,broccoli,False,414
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,427,44,804683,Squid_4_2,Squid,categoryRandom,broccoli,carrot,False,702
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,428,1,807888,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,4232
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,429,1,813416,Bear_4_2,Bear,category2D,pancakes,pancakes,True,3421
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,430,2,817595,Bear_2_1,Bear,category2D,pancakes,pancakes,True,1178
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,431,3,819532,Bear_1_3,Bear,category2D,pancakes,pancakes,True,981
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,432,4,821274,Bear_1_1,Bear,category2D,pancakes,pancakes,True,948
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,433,5,822986,Bear_6_3,Bear,category2D,waffles,waffles,True,842
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,434,6,824586,Bear_3_3,Bear,category2D,pancakes,waffles,False,1049
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,435,7,826894,Bear_3_1,Bear,category2D,pancakes,pancakes,True,766
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,436,8,828415,Bear_5_3,Bear,category2D,waffles,waffles,True,917
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,437,1,830712,Bunny_1_4,Bunny,categoryIgnore1D,bananas,bananas,True,2303
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,438,2,833774,Bunny_1_4,Bunny,categoryIgnore1D,bananas,bananas,True,1228
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,439,3,835762,Bunny_6_3,Bunny,categoryIgnore1D,oranges,oranges,True,838
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,440,1,837950,Squid_4_5,Squid,categoryRandom,broccoli,broccoli,True,3503
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,441,2,842211,Squid_2_2,Squid,categoryRandom,broccoli,broccoli,True,832
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,442,3,843806,Squid_4_1,Squid,categoryRandom,carrot,broccoli,False,1082
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,443,4,846146,Squid_5_5,Squid,categoryRandom,broccoli,broccoli,True,707
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,444,5,847615,Squid_2_2,Squid,categoryRandom,broccoli,carrot,False,1780
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,445,6,850653,Squid_4_6,Squid,categoryRandom,broccoli,broccoli,True,1360
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,446,7,852771,Squid_2_5,Squid,categoryRandom,broccoli,carrot,False,2624
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,447,8,856654,Squid_2_4,Squid,categoryRandom,carrot,broccoli,False,661
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,448,9,858573,Squid_1_2,Squid,categoryRandom,carrot,broccoli,False,857
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,449,10,860690,Squid_4_4,Squid,categoryRandom,carrot,carrot,True,5205
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,450,11,866651,Squid_6_4,Squid,categoryRandom,broccoli,carrot,False,6122
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,451,12,874032,Squid_2_5,Squid,categoryRandom,broccoli,broccoli,True,593
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,452,13,875385,Squid_6_3,Squid,categoryRandom,carrot,broccoli,False,523
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,453,14,877167,Squid_3_3,Squid,categoryRandom,broccoli,broccoli,True,488
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,454,15,878417,Squid_2_5,Squid,categoryRandom,broccoli,broccoli,True,461
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,455,16,879641,Squid_5_4,Squid,categoryRandom,carrot,carrot,True,894
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,456,17,881297,Squid_1_4,Squid,categoryRandom,broccoli,broccoli,True,978
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,457,18,883036,Squid_1_6,Squid,categoryRandom,carrot,broccoli,False,1122
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,458,19,885421,Squid_2_2,Squid,categoryRandom,broccoli,carrot,False,597
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,459,20,887279,Squid_5_3,Squid,categoryRandom,carrot,broccoli,False,606
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,460,21,889147,Squid_6_4,Squid,categoryRandom,broccoli,carrot,False,883
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,461,22,891290,Squid_6_3,Squid,categoryRandom,carrot,carrot,True,595
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,462,23,892645,Squid_2_2,Squid,categoryRandom,broccoli,broccoli,True,895
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,463,24,894300,Squid_6_2,Squid,categoryRandom,carrot,carrot,True,1242
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,464,25,896300,Squid_2_3,Squid,categoryRandom,carrot,broccoli,False,983
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,465,26,898540,Squid_6_6,Squid,categoryRandom,carrot,carrot,True,971
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,466,27,900270,Squid_4_6,Squid,categoryRandom,broccoli,carrot,False,793
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,467,28,902325,Squid_4_2,Squid,categoryRandom,broccoli,broccoli,True,1026
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,1,1,2311,GreenMonster_5_2,GreenMonster,category2D,oranges,bananas,False,2371
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,2,2,5944,GreenMonster_4_1,GreenMonster,category2D,bananas,oranges,False,670
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,3,3,7877,GreenMonster_6_4,GreenMonster,category2D,oranges,oranges,True,3356
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,4,4,11992,GreenMonster_3_6,GreenMonster,category2D,oranges,oranges,True,528
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,5,5,13281,GreenMonster_5_1,GreenMonster,category2D,oranges,oranges,True,2374
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,6,6,16416,GreenMonster_1_2,GreenMonster,category2D,bananas,bananas,True,1005
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,7,7,18177,GreenMonster_3_2,GreenMonster,category2D,bananas,oranges,False,757
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,8,8,20192,GreenMonster_1_6,GreenMonster,category2D,oranges,bananas,False,2150
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,9,9,23599,GreenMonster_3_2,GreenMonster,category2D,bananas,oranges,False,1049
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,10,10,25906,GreenMonster_6_6,GreenMonster,category2D,oranges,oranges,True,1359
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,11,11,28025,GreenMonster_1_2,GreenMonster,category2D,bananas,oranges,False,926
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,12,12,30210,GreenMonster_3_2,GreenMonster,category2D,bananas,oranges,False,2212
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,13,13,33677,GreenMonster_4_3,GreenMonster,category2D,bananas,oranges,False,2668
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,14,14,37603,GreenMonster_1_2,GreenMonster,category2D,bananas,bananas,True,1560
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,15,15,39919,GreenMonster_1_6,GreenMonster,category2D,oranges,bananas,False,825
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,16,16,42003,GreenMonster_1_1,GreenMonster,category2D,bananas,bananas,True,1516
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,17,17,44278,GreenMonster_2_3,GreenMonster,category2D,bananas,bananas,True,1189
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,18,18,46230,GreenMonster_6_2,GreenMonster,category2D,oranges,oranges,True,2909
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,19,19,49898,GreenMonster_2_4,GreenMonster,category2D,bananas,bananas,True,1043
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,20,20,51700,GreenMonster_1_3,GreenMonster,category2D,bananas,bananas,True,949
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,21,21,53410,GreenMonster_6_6,GreenMonster,category2D,oranges,oranges,True,884
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,22,22,55051,GreenMonster_2_3,GreenMonster,category2D,bananas,bananas,True,671
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,23,23,56481,GreenMonster_2_3,GreenMonster,category2D,bananas,bananas,True,725
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,24,24,57961,GreenMonster_3_2,GreenMonster,category2D,bananas,oranges,False,1079
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,25,25,60296,GreenMonster_4_6,GreenMonster,category2D,oranges,bananas,False,1311
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,26,26,62864,GreenMonster_5_2,GreenMonster,category2D,oranges,bananas,False,1241
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,27,27,65367,GreenMonster_4_1,GreenMonster,category2D,bananas,oranges,False,1010
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,28,28,67634,GreenMonster_5_4,GreenMonster,category2D,oranges,bananas,False,2860
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,29,29,71753,GreenMonster_1_6,GreenMonster,category2D,oranges,oranges,True,1713
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,30,30,74228,GreenMonster_3_2,GreenMonster,category2D,bananas,bananas,True,2512
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,31,31,77500,GreenMonster_4_2,GreenMonster,category2D,bananas,bananas,True,732
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,32,32,78992,GreenMonster_1_6,GreenMonster,category2D,oranges,oranges,True,936
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,33,33,80683,GreenMonster_1_4,GreenMonster,category2D,bananas,oranges,False,1063
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,34,34,83003,GreenMonster_4_2,GreenMonster,category2D,bananas,bananas,True,1427
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,35,35,85191,GreenMonster_5_4,GreenMonster,category2D,oranges,bananas,False,1335
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,36,36,87783,GreenMonster_1_5,GreenMonster,category2D,oranges,bananas,False,1045
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,37,37,90083,GreenMonster_6_4,GreenMonster,category2D,oranges,oranges,True,1045
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,38,38,91890,GreenMonster_4_1,GreenMonster,category2D,bananas,oranges,False,831
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,39,39,93980,GreenMonster_1_3,GreenMonster,category2D,bananas,bananas,True,2018
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,40,40,96758,GreenMonster_2_2,GreenMonster,category2D,bananas,bananas,True,1351
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,41,41,98867,GreenMonster_3_3,GreenMonster,category2D,bananas,bananas,True,2282
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,42,42,101911,GreenMonster_4_5,GreenMonster,category2D,oranges,oranges,True,1712
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,43,43,104382,GreenMonster_4_4,GreenMonster,category2D,bananas,oranges,False,829
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,44,44,106466,GreenMonster_4_3,GreenMonster,category2D,bananas,bananas,True,918
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,45,45,108141,GreenMonster_5_2,GreenMonster,category2D,oranges,oranges,True,1471
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,46,46,110370,GreenMonster_5_6,GreenMonster,category2D,oranges,oranges,True,1214
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,47,47,112341,GreenMonster_6_1,GreenMonster,category2D,oranges,oranges,True,1534
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,48,48,114634,GreenMonster_2_6,GreenMonster,category2D,oranges,bananas,False,1357
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,49,1,118110,Squid_3_1,Squid,category1D,waffles,waffles,True,2764
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,50,2,121634,Squid_4_1,Squid,category1D,waffles,waffles,True,1468
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,51,3,123863,Squid_5_1,Squid,category1D,waffles,waffles,True,1082
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,52,4,125703,Squid_5_1,Squid,category1D,waffles,waffles,True,664
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,53,5,127127,Squid_6_1,Squid,category1D,waffles,waffles,True,788
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,54,6,128675,Squid_5_1,Squid,category1D,waffles,waffles,True,624
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,55,7,130057,Squid_6_1,Squid,category1D,waffles,waffles,True,429
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,56,8,131247,Squid_6_1,Squid,category1D,waffles,waffles,True,150
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,57,9,132158,Squid_3_1,Squid,category1D,waffles,waffles,True,141
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,58,10,133058,Squid_5_1,Squid,category1D,waffles,waffles,True,365
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,59,11,134184,Squid_1_1,Squid,category1D,pancakes,waffles,False,125
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,60,12,135571,Squid_2_1,Squid,category1D,pancakes,waffles,False,422
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,61,13,137252,Squid_4_1,Squid,category1D,waffles,waffles,True,770
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,62,14,138781,Squid_6_1,Squid,category1D,waffles,waffles,True,438
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,63,15,139984,Squid_6_1,Squid,category1D,waffles,waffles,True,470
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,64,16,141214,Squid_2_1,Squid,category1D,pancakes,pancakes,True,687
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,65,17,142664,Squid_1_1,Squid,category1D,pancakes,pancakes,True,499
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,66,18,143927,Squid_1_1,Squid,category1D,pancakes,pancakes,True,536
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,67,19,145225,Squid_2_1,Squid,category1D,pancakes,pancakes,True,651
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,68,20,146634,Squid_5_1,Squid,category1D,waffles,waffles,True,527
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,69,21,147925,Squid_1_1,Squid,category1D,pancakes,pancakes,True,808
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,70,22,149488,Squid_1_1,Squid,category1D,pancakes,pancakes,True,779
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,71,23,151030,Squid_3_1,Squid,category1D,waffles,pancakes,False,2308
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,72,1,155038,Bear_6_5,Bear,categoryRandom,tacos,tacos,True,2340
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,73,2,158139,Bear_3_1,Bear,categoryRandom,grilled_cheese,grilled_cheese,True,942
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,74,3,159838,Bear_6_3,Bear,categoryRandom,tacos,tacos,True,654
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,75,4,161249,Bear_2_4,Bear,categoryRandom,grilled_cheese,tacos,False,894
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,76,5,163398,Bear_2_1,Bear,categoryRandom,tacos,grilled_cheese,False,1422
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,77,6,166077,Bear_3_4,Bear,categoryRandom,tacos,tacos,True,1072
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,78,7,167910,Bear_4_3,Bear,categoryRandom,grilled_cheese,tacos,False,1467
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,79,8,170639,Bear_5_6,Bear,categoryRandom,grilled_cheese,tacos,False,4146
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,80,9,176042,Bear_6_3,Bear,categoryRandom,tacos,grilled_cheese,False,1080
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,81,10,178380,Bear_3_6,Bear,categoryRandom,grilled_cheese,grilled_cheese,True,1565
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,82,11,180704,Bear_2_5,Bear,categoryRandom,tacos,grilled_cheese,False,1156
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,83,12,183119,Bear_4_4,Bear,categoryRandom,grilled_cheese,tacos,False,2053
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,84,13,186431,Bear_1_1,Bear,categoryRandom,tacos,grilled_cheese,False,1317
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,85,1,189743,Bunny_6_6,Bunny,categoryIgnore1D,broccoli,carrot,False,1140
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,86,2,192140,Bunny_6_4,Bunny,categoryIgnore1D,broccoli,carrot,False,1488
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,87,3,194886,Bunny_1_1,Bunny,categoryIgnore1D,carrot,carrot,True,1506
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,88,4,197151,Bunny_5_5,Bunny,categoryIgnore1D,broccoli,broccoli,True,1077
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,89,5,198986,Bunny_5_3,Bunny,categoryIgnore1D,broccoli,broccoli,True,1141
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,90,6,200885,Bunny_3_6,Bunny,categoryIgnore1D,carrot,carrot,True,1054
A1GXFMAC759VRM:3DZQRBDBSMUVNJM9G7WCF5YEZIU3SE,91,7,202695,Bunny_5_5,Bunny,categoryIgnore1D,broccoli,broccoli,True,1230
